Ticket_ID,Date_Created,Date_Closed,Agent_ID,Unit_ID,Priority,Resolution_Time_Hours,SLA_Status,Platform
T1580,2026-02-26 12:35:00,2026-02-26 15:24:12,A13,U03,Critical,2.82,Within SLA,Non-Salesforce Native
T1581,2026-03-14 15:32:00,2026-03-14 16:27:12,A23,U03,High,0.92,Within SLA,Non-Salesforce Native
T1582,2026-03-27 11:39:00,2026-03-27 15:48:36,A03,U03,Medium,4.16,Within SLA,Non-Salesforce Native
T1583,2026-04-08 14:43:00,2026-04-08 21:39:24,A26,U01,Medium,6.94,Out of SLA,Salesforce Core
T1584,2026-04-29 12:55:00,2026-04-29 17:51:24,A32,U02,Medium,4.94,Out of SLA,Salesforce Core
T1585,2026-01-28 13:40:00,2026-01-28 15:07:00,A17,U02,Low,1.45,Within SLA,Non-Salesforce Native
T1586,2026-02-26 17:24:00,2026-02-26 17:38:24,A10,U05,Low,0.24,Within SLA,Salesforce Flows
T1587,2026-02-22 15:39:00,2026-02-22 17:19:48,A04,U04,Low,1.68,Within SLA,Salesforce Flows
T1588,2026-04-17 08:48:00,2026-04-17 13:19:12,A47,U02,High,4.52,Out of SLA,Non-Salesforce Native
T1589,2026-02-26 16:45:00,2026-02-26 16:45:36,A50,U05,Medium,0.01,Within SLA,Non-Salesforce Native
T1590,2026-02-21 16:10:00,2026-02-21 17:17:48,A33,U03,Critical,1.13,Within SLA,Non-Salesforce Native
T1591,2026-01-15 17:20:00,2026-01-15 17:48:48,A46,U01,Low,0.48,Within SLA,Salesforce Core
T1592,2026-03-27 09:13:00,2026-03-27 09:17:12,A10,U05,Low,0.07,Within SLA,Salesforce Flows
T1593,2026-04-04 13:28:00,2026-04-04 13:32:48,A08,U03,Low,0.08,Within SLA,Non-Salesforce Native
T1594,2026-02-02 08:47:00,2026-02-02 11:39:48,A11,U01,High,2.88,Within SLA,Salesforce Core
T1595,2026-01-28 13:40:00,2026-01-28 14:41:48,A16,U01,Medium,1.03,Within SLA,Salesforce Core
T1596,2026-02-25 17:56:00,2026-02-25 21:42:48,A12,U02,Low,3.78,Out of SLA,Salesforce Core
T1597,2026-03-28 14:37:00,2026-03-28 14:56:12,A18,U03,Critical,0.32,Within SLA,Non-Salesforce Native
T1598,2026-04-25 09:16:00,2026-04-25 13:50:48,A43,U03,Low,4.58,Within SLA,Non-Salesforce Native
T1599,2026-02-03 14:07:00,2026-02-03 16:20:12,A13,U03,High,2.22,Within SLA,Non-Salesforce Native
T1600,2026-04-10 08:42:00,2026-04-10 13:31:48,A39,U04,High,4.83,Within SLA,Salesforce Flows
T1601,2026-04-24 13:28:00,2026-04-24 13:28:36,A22,U02,Medium,0.01,Within SLA,Salesforce Core
T1602,2026-04-11 17:42:00,2026-04-11 18:16:48,A21,U01,Low,0.58,Within SLA,Salesforce Core
T1603,2026-03-07 14:07:00,2026-03-07 14:57:24,A48,U03,Low,0.84,Within SLA,Non-Salesforce Native
T1604,2026-04-03 10:43:00,2026-04-03 14:11:12,A13,U03,Low,3.47,Within SLA,Non-Salesforce Native
T1605,2026-02-23 15:54:00,2026-02-23 16:03:36,A27,U02,Critical,0.16,Within SLA,Salesforce Core
T1606,2026-04-03 14:48:00,2026-04-03 16:54:36,A03,U03,Low,2.11,Within SLA,Non-Salesforce Native
T1607,2026-02-04 10:48:00,2026-02-04 11:27:36,A39,U04,Medium,0.66,Within SLA,Salesforce Flows
T1608,2026-01-18 11:28:00,2026-01-18 13:04:00,A20,U05,Medium,1.6,Within SLA,Non-Salesforce Native
T1609,2026-04-24 08:57:00,2026-04-24 09:06:36,A26,U01,High,0.16,Within SLA,Salesforce Core
T1610,2026-01-10 16:40:00,2026-01-10 16:54:24,A05,U05,Low,0.24,Within SLA,Salesforce Flows
T1611,2026-04-30 16:28:00,2026-04-30 17:19:36,A04,U04,Medium,0.86,Within SLA,Salesforce Flows
T1612,2026-02-20 12:34:00,2026-02-20 13:06:24,A12,U02,High,0.54,Within SLA,Salesforce Core
T1613,2026-03-12 14:06:00,2026-03-12 14:55:12,A26,U01,High,0.82,Within SLA,Salesforce Core
T1614,2026-01-04 14:41:00,2026-01-04 15:01:24,A20,U05,Medium,0.34,Within SLA,Non-Salesforce Native
T1615,2026-01-08 16:47:00,2026-01-08 16:50:00,A19,U04,Medium,0.05,Within SLA,Salesforce Flows
T1616,2026-04-20 16:26:00,2026-04-20 19:36:12,A04,U04,Low,3.17,Within SLA,Salesforce Flows
T1617,2026-01-01 10:46:00,2026-01-01 10:50:12,A24,U04,High,0.07,Within SLA,Salesforce Flows
T1618,2026-02-05 09:28:00,2026-02-05 12:04:36,A24,U04,Low,2.61,Within SLA,Salesforce Flows
T1619,2026-02-03 16:48:00,2026-02-03 17:18:36,A23,U03,Low,0.51,Within SLA,Non-Salesforce Native
T1620,2026-04-19 12:30:00,2026-04-19 13:18:36,A41,U01,Low,0.81,Within SLA,Salesforce Core
T1621,2026-02-23 13:36:00,2026-02-23 14:08:24,A10,U05,Low,0.54,Within SLA,Salesforce Flows
T1622,2026-03-02 11:02:00,2026-03-02 11:35:36,A22,U02,Medium,0.56,Within SLA,Non-Salesforce Native
T1623,2026-04-25 11:46:00,2026-04-25 12:35:12,A41,U01,High,0.82,Within SLA,Salesforce Core
T1624,2026-02-19 12:24:00,2026-02-19 12:42:00,A48,U03,High,0.3,Within SLA,Non-Salesforce Native
T1625,2026-04-22 13:35:00,2026-04-22 15:44:36,A39,U04,Low,2.16,Within SLA,Salesforce Flows
T1626,2026-02-23 12:07:00,2026-02-23 12:55:00,A49,U04,Low,0.8,Within SLA,Salesforce Flows
T1627,2026-02-11 17:31:00,2026-02-11 18:49:36,A34,U04,High,1.31,Within SLA,Salesforce Flows
T1628,2026-01-11 17:21:00,2026-01-11 18:51:00,A17,U02,Medium,1.5,Within SLA,Non-Salesforce Native
T1629,2026-01-21 12:37:00,2026-01-21 13:41:12,A49,U04,Medium,1.07,Within SLA,Salesforce Flows
T1630,2026-02-05 08:40:00,2026-02-05 08:58:00,A24,U04,Low,0.3,Within SLA,Salesforce Flows
T1631,2026-02-08 13:00:00,2026-02-08 15:51:00,A47,U02,Medium,2.85,Out of SLA,Salesforce Core
T1632,2026-02-26 08:33:00,2026-02-26 09:11:24,A41,U01,Low,0.64,Within SLA,Salesforce Core
T1633,2026-01-06 11:51:00,2026-01-06 14:01:12,A03,U03,Low,2.17,Within SLA,Non-Salesforce Native
T1634,2026-04-22 14:00:00,2026-04-22 15:03:36,A17,U02,Low,1.06,Within SLA,Salesforce Core
T1635,2026-04-06 11:17:00,2026-04-06 14:01:24,A49,U04,Low,2.74,Within SLA,Salesforce Flows
T1636,2026-04-14 17:32:00,2026-04-14 17:41:00,A14,U04,High,0.15,Within SLA,Salesforce Flows
T1637,2026-03-29 10:05:00,2026-03-29 10:09:48,A33,U03,Critical,0.08,Within SLA,Non-Salesforce Native
T1638,2026-03-06 12:26:00,2026-03-06 12:44:00,A16,U01,High,0.3,Within SLA,Salesforce Core
T1639,2026-03-05 10:18:00,2026-03-05 13:18:36,A12,U02,Low,3.01,Out of SLA,Salesforce Core
T1640,2026-01-20 11:43:00,2026-01-20 14:15:24,A23,U03,Low,2.54,Within SLA,Non-Salesforce Native
T1641,2026-02-26 12:07:00,2026-02-26 13:23:12,A07,U02,Low,1.27,Within SLA,Salesforce Core
T1642,2026-01-16 14:18:00,2026-01-16 14:34:12,A18,U03,Low,0.27,Within SLA,Non-Salesforce Native
T1643,2026-04-07 08:11:00,2026-04-07 08:59:00,A11,U01,Low,0.8,Within SLA,Salesforce Core
T1644,2026-01-06 08:04:00,2026-01-06 08:10:36,A28,U03,Medium,0.11,Within SLA,Non-Salesforce Native
T1645,2026-02-28 08:49:00,2026-02-28 10:31:00,A48,U03,Low,1.7,Within SLA,Non-Salesforce Native
T1646,2026-03-07 14:03:00,2026-03-07 15:43:12,A33,U03,Medium,1.67,Within SLA,Non-Salesforce Native
T1647,2026-03-20 14:13:00,2026-03-20 16:18:24,A23,U03,Medium,2.09,Within SLA,Non-Salesforce Native
T1648,2026-04-30 11:28:00,2026-04-30 12:19:00,A24,U04,Low,0.85,Within SLA,Salesforce Flows
T1649,2026-02-26 15:25:00,2026-02-26 15:34:36,A29,U04,Critical,0.16,Within SLA,Salesforce Flows
T1650,2026-02-27 12:27:00,2026-02-27 14:16:48,A41,U01,Medium,1.83,Within SLA,Salesforce Core
T1651,2026-02-10 08:26:00,2026-02-10 08:53:36,A49,U04,Low,0.46,Within SLA,Salesforce Flows
T1652,2026-01-10 09:24:00,2026-01-10 10:36:00,A35,U05,Low,1.2,Within SLA,Non-Salesforce Native
T1653,2026-02-07 13:25:00,2026-02-07 13:41:48,A43,U03,Medium,0.28,Within SLA,Non-Salesforce Native
T1654,2026-04-21 13:19:00,2026-04-21 14:41:12,A27,U02,Medium,1.37,Within SLA,Non-Salesforce Native
T1655,2026-03-25 10:46:00,2026-03-25 12:35:48,A02,U02,Low,1.83,Within SLA,Non-Salesforce Native
T1656,2026-01-06 17:08:00,2026-01-06 18:26:36,A33,U03,Medium,1.31,Within SLA,Non-Salesforce Native
T1657,2026-02-28 11:58:00,2026-02-28 12:24:24,A02,U02,High,0.44,Within SLA,Salesforce Core
T1658,2026-03-30 17:52:00,2026-03-30 21:05:12,A15,U05,Low,3.22,Within SLA,Salesforce Flows
T1659,2026-04-30 13:35:00,2026-04-30 13:39:48,A34,U04,Low,0.08,Within SLA,Salesforce Flows
T1660,2026-03-06 08:44:00,2026-03-06 09:54:12,A04,U04,High,1.17,Within SLA,Salesforce Flows
T1661,2026-03-24 08:09:00,2026-03-24 09:35:24,A36,U01,Medium,1.44,Within SLA,Salesforce Core
T1662,2026-02-01 13:47:00,2026-02-01 13:47:36,A38,U03,Low,0.01,Within SLA,Non-Salesforce Native
T1663,2026-02-23 09:34:00,2026-02-23 10:25:00,A21,U01,High,0.85,Within SLA,Salesforce Core
T1664,2026-01-15 11:28:00,2026-01-15 19:50:48,A09,U04,Medium,8.38,Within SLA,Salesforce Flows
T1665,2026-04-02 08:42:00,2026-04-02 10:34:48,A41,U01,Low,1.88,Within SLA,Salesforce Core
T1666,2026-02-09 14:48:00,2026-02-09 18:26:24,A23,U03,Low,3.64,Within SLA,Non-Salesforce Native
T1667,2026-03-04 08:56:00,2026-03-04 09:21:48,A46,U01,Low,0.43,Within SLA,Salesforce Core
T1668,2026-02-09 09:02:00,2026-02-09 09:09:48,A33,U03,Medium,0.13,Within SLA,Non-Salesforce Native
T1669,2026-02-17 14:09:00,2026-02-17 16:45:00,A18,U03,High,2.6,Within SLA,Non-Salesforce Native
T1670,2026-02-28 15:45:00,2026-02-28 17:47:24,A03,U03,Medium,2.04,Within SLA,Non-Salesforce Native
T1671,2026-04-30 15:50:00,2026-04-30 19:38:00,A46,U01,Low,3.8,Within SLA,Salesforce Core
T1672,2026-01-06 16:38:00,2026-01-06 20:20:00,A49,U04,High,3.7,Within SLA,Salesforce Flows
T1673,2026-02-06 16:17:00,2026-02-06 19:23:00,A21,U01,Medium,3.1,Within SLA,Salesforce Core
T1674,2026-03-01 13:57:00,2026-03-01 14:10:48,A40,U05,Medium,0.23,Within SLA,Non-Salesforce Native
T1675,2026-03-20 09:33:00,2026-03-20 09:37:48,A22,U02,High,0.08,Within SLA,Non-Salesforce Native
T1676,2026-01-04 13:06:00,2026-01-04 17:01:48,A43,U03,Medium,3.93,Within SLA,Non-Salesforce Native
T1677,2026-03-20 08:54:00,2026-03-20 10:30:00,A03,U03,Medium,1.6,Within SLA,Non-Salesforce Native
T1678,2026-01-01 13:37:00,2026-01-01 13:43:36,A21,U01,Low,0.11,Within SLA,Salesforce Core
T1679,2026-03-15 12:49:00,2026-03-15 14:32:48,A07,U02,Medium,1.73,Within SLA,Salesforce Core
T1680,2026-02-04 11:04:00,2026-02-04 11:29:48,A01,U01,Low,0.43,Within SLA,Salesforce Core
T1681,2026-02-25 17:22:00,2026-02-25 17:29:12,A25,U05,Low,0.12,Within SLA,Salesforce Flows
T1682,2026-03-29 16:44:00,2026-03-29 21:18:48,A46,U01,High,4.58,Out of SLA,Salesforce Core
T1683,2026-02-05 17:48:00,2026-02-05 20:56:24,A42,U02,Low,3.14,Out of SLA,Non-Salesforce Native
T1684,2026-03-26 16:05:00,2026-03-26 17:11:36,A45,U05,Medium,1.11,Within SLA,Non-Salesforce Native
T1685,2026-01-05 17:22:00,2026-01-05 19:26:12,A17,U02,Low,2.07,Out of SLA,Non-Salesforce Native
T1686,2026-02-26 13:08:00,2026-02-26 13:55:24,A29,U04,Medium,0.79,Within SLA,Salesforce Flows
T1687,2026-02-01 11:46:00,2026-02-01 12:02:12,A48,U03,Low,0.27,Within SLA,Non-Salesforce Native
T1688,2026-04-14 12:01:00,2026-04-14 12:32:48,A37,U02,Medium,0.53,Within SLA,Non-Salesforce Native
T1689,2026-04-28 08:29:00,2026-04-28 11:48:12,A17,U02,Medium,3.32,Out of SLA,Non-Salesforce Native
T1690,2026-03-19 17:09:00,2026-03-19 17:20:24,A47,U02,Low,0.19,Within SLA,Non-Salesforce Native
T1691,2026-04-16 14:54:00,2026-04-16 15:30:36,A47,U02,Low,0.61,Within SLA,Salesforce Core
T1692,2026-01-28 15:07:00,2026-01-28 15:55:36,A43,U03,Medium,0.81,Within SLA,Non-Salesforce Native
T1693,2026-03-03 08:18:00,2026-03-03 10:07:12,A03,U03,Medium,1.82,Within SLA,Non-Salesforce Native
T1694,2026-03-06 09:33:00,2026-03-06 11:03:00,A13,U03,High,1.5,Within SLA,Non-Salesforce Native
T1695,2026-02-17 08:52:00,2026-02-17 14:46:00,A29,U04,Medium,5.9,Within SLA,Salesforce Flows
T1696,2026-01-17 14:12:00,2026-01-17 14:32:24,A05,U05,High,0.34,Within SLA,Salesforce Flows
T1697,2026-02-18 14:52:00,2026-02-18 17:13:36,A01,U01,Low,2.36,Within SLA,Salesforce Core
T1698,2026-01-25 10:14:00,2026-01-25 11:59:00,A29,U04,Medium,1.75,Within SLA,Salesforce Flows
T1699,2026-01-16 16:53:00,2026-01-16 18:59:00,A28,U03,Medium,2.1,Within SLA,Non-Salesforce Native
T1700,2026-04-03 16:21:00,2026-04-03 16:33:00,A16,U01,Low,0.2,Within SLA,Salesforce Core
T1701,2026-04-28 16:06:00,2026-04-28 18:40:48,A14,U04,Medium,2.58,Within SLA,Salesforce Flows
T1702,2026-02-10 10:10:00,2026-02-10 12:36:24,A46,U01,Low,2.44,Within SLA,Salesforce Core
T1703,2026-02-20 09:31:00,2026-02-20 10:15:24,A08,U03,High,0.74,Within SLA,Non-Salesforce Native
T1704,2026-02-26 15:35:00,2026-02-26 21:35:00,A15,U05,Low,6.0,Within SLA,Salesforce Flows
T1705,2026-03-23 09:12:00,2026-03-23 18:00:36,A45,U05,Critical,8.81,Within SLA,Non-Salesforce Native
T1706,2026-04-16 10:18:00,2026-04-16 11:00:00,A03,U03,Low,0.7,Within SLA,Non-Salesforce Native
T1707,2026-02-28 14:03:00,2026-02-28 15:54:00,A11,U01,Medium,1.85,Within SLA,Salesforce Core
T1708,2026-04-01 09:48:00,2026-04-01 12:15:00,A09,U04,Low,2.45,Within SLA,Salesforce Flows
T1709,2026-03-02 15:14:00,2026-03-02 17:24:48,A48,U03,Low,2.18,Within SLA,Non-Salesforce Native
T1710,2026-02-27 12:47:00,2026-02-27 13:52:24,A45,U05,Low,1.09,Within SLA,Non-Salesforce Native
T1711,2026-03-22 10:36:00,2026-03-22 12:37:48,A19,U04,Medium,2.03,Within SLA,Salesforce Flows
T1712,2026-03-12 16:27:00,2026-03-12 20:01:48,A06,U01,Medium,3.58,Within SLA,Salesforce Core
T1713,2026-03-28 10:20:00,2026-03-28 11:38:00,A26,U01,High,1.3,Within SLA,Salesforce Core
T1714,2026-03-27 17:11:00,2026-03-27 17:39:12,A42,U02,Medium,0.47,Within SLA,Salesforce Core
T1715,2026-01-08 15:58:00,2026-01-08 16:47:48,A40,U05,Medium,0.83,Within SLA,Non-Salesforce Native
T1716,2026-03-17 17:43:00,2026-03-17 17:50:12,A11,U01,Low,0.12,Within SLA,Salesforce Core
T1717,2026-01-02 09:11:00,2026-01-02 13:57:12,A26,U01,Medium,4.77,Out of SLA,Salesforce Core
T1718,2026-04-23 13:56:00,2026-04-23 15:27:12,A47,U02,Medium,1.52,Within SLA,Salesforce Core
T1719,2026-01-01 12:57:00,2026-01-01 14:18:36,A46,U01,Low,1.36,Within SLA,Salesforce Core
T1720,2026-01-22 17:38:00,2026-01-22 19:47:00,A15,U05,High,2.15,Within SLA,Non-Salesforce Native
T1721,2026-03-11 15:19:00,2026-03-11 16:10:00,A37,U02,Medium,0.85,Within SLA,Salesforce Core
T1722,2026-01-01 12:21:00,2026-01-01 15:38:24,A06,U01,Medium,3.29,Within SLA,Salesforce Core
T1723,2026-03-20 12:59:00,2026-03-20 13:34:24,A46,U01,Medium,0.59,Within SLA,Salesforce Core
T1724,2026-02-25 15:39:00,2026-02-25 17:18:00,A29,U04,Medium,1.65,Within SLA,Salesforce Flows
T1725,2026-01-18 09:07:00,2026-01-18 10:57:24,A11,U01,High,1.84,Within SLA,Salesforce Core
T1726,2026-02-07 11:11:00,2026-02-07 13:36:12,A43,U03,High,2.42,Within SLA,Non-Salesforce Native
T1727,2026-03-02 17:02:00,2026-03-02 17:05:36,A45,U05,Medium,0.06,Within SLA,Salesforce Flows
T1728,2026-01-13 08:34:00,2026-01-13 10:52:00,A11,U01,Low,2.3,Within SLA,Salesforce Core
T1729,2026-03-16 12:34:00,2026-03-16 16:17:48,A22,U02,Low,3.73,Out of SLA,Non-Salesforce Native
T1730,2026-02-18 11:31:00,2026-02-18 12:45:24,A15,U05,Medium,1.24,Within SLA,Non-Salesforce Native
T1731,2026-03-21 12:20:00,2026-03-21 19:20:36,A10,U05,Low,7.01,Within SLA,Non-Salesforce Native
T1732,2026-01-19 09:09:00,2026-01-19 10:24:36,A43,U03,Medium,1.26,Within SLA,Non-Salesforce Native
T1733,2026-03-28 15:10:00,2026-03-28 16:37:00,A46,U01,Low,1.45,Within SLA,Salesforce Core
T1734,2026-03-04 12:50:00,2026-03-04 14:24:12,A21,U01,Critical,1.57,Within SLA,Salesforce Core
T1735,2026-04-23 17:19:00,2026-04-23 17:23:48,A38,U03,Medium,0.08,Within SLA,Non-Salesforce Native
T1736,2026-01-11 09:26:00,2026-01-11 13:19:24,A18,U03,Low,3.89,Within SLA,Non-Salesforce Native
T1737,2026-02-13 12:22:00,2026-02-13 17:51:24,A41,U01,Medium,5.49,Out of SLA,Salesforce Core
T1738,2026-02-23 17:21:00,2026-02-23 19:50:24,A19,U04,Medium,2.49,Within SLA,Salesforce Flows
T1739,2026-03-06 15:11:00,2026-03-06 16:05:00,A22,U02,Medium,0.9,Within SLA,Salesforce Core
T1740,2026-02-15 09:19:00,2026-02-15 09:35:48,A50,U05,High,0.28,Within SLA,Salesforce Flows
T1741,2026-03-20 15:53:00,2026-03-20 17:24:48,A20,U05,Critical,1.53,Within SLA,Salesforce Flows
T1742,2026-03-31 09:36:00,2026-03-31 13:24:36,A49,U04,Low,3.81,Within SLA,Salesforce Flows
T1743,2026-01-26 15:43:00,2026-01-26 15:46:00,A40,U05,Medium,0.05,Within SLA,Non-Salesforce Native
T1744,2026-02-09 17:29:00,2026-02-09 17:54:12,A17,U02,Medium,0.42,Within SLA,Non-Salesforce Native
T1745,2026-02-15 14:15:00,2026-02-15 14:34:48,A45,U05,Critical,0.33,Within SLA,Non-Salesforce Native
T1746,2026-02-22 14:23:00,2026-02-22 14:26:00,A09,U04,Critical,0.05,Within SLA,Salesforce Flows
T1747,2026-04-16 08:46:00,2026-04-16 09:42:24,A31,U01,Critical,0.94,Within SLA,Salesforce Core
T1748,2026-04-05 12:29:00,2026-04-05 12:35:00,A46,U01,Low,0.1,Within SLA,Salesforce Core
T1749,2026-04-29 08:16:00,2026-04-29 11:04:36,A42,U02,High,2.81,Out of SLA,Salesforce Core
T1750,2026-04-08 09:06:00,2026-04-08 10:04:12,A44,U04,Low,0.97,Within SLA,Salesforce Flows
T1751,2026-02-19 13:23:00,2026-02-19 13:37:24,A10,U05,Low,0.24,Within SLA,Salesforce Flows
T1752,2026-01-03 12:56:00,2026-01-03 13:25:24,A40,U05,Low,0.49,Within SLA,Non-Salesforce Native
T1753,2026-04-14 15:28:00,2026-04-14 15:54:24,A30,U05,Low,0.44,Within SLA,Non-Salesforce Native
T1754,2026-02-18 11:12:00,2026-02-18 16:59:24,A32,U02,Critical,5.79,Out of SLA,Non-Salesforce Native
T1755,2026-04-05 09:37:00,2026-04-05 09:44:48,A24,U04,Low,0.13,Within SLA,Salesforce Flows
T1756,2026-01-02 14:10:00,2026-01-02 14:25:00,A28,U03,Medium,0.25,Within SLA,Non-Salesforce Native
T1757,2026-03-05 13:09:00,2026-03-05 14:37:12,A40,U05,Low,1.47,Within SLA,Non-Salesforce Native
T1758,2026-04-22 14:16:00,2026-04-22 14:49:00,A01,U01,Medium,0.55,Within SLA,Salesforce Core
T1759,2026-02-26 14:41:00,2026-02-26 16:37:24,A34,U04,Medium,1.94,Within SLA,Salesforce Flows
T1760,2026-02-17 09:50:00,2026-02-17 10:36:48,A12,U02,High,0.78,Within SLA,Salesforce Core
T1761,2026-03-20 14:38:00,2026-03-20 17:56:00,A13,U03,Critical,3.3,Within SLA,Non-Salesforce Native
T1762,2026-01-20 17:26:00,2026-01-20 19:27:48,A21,U01,Medium,2.03,Within SLA,Salesforce Core
T1763,2026-03-04 13:18:00,2026-03-04 14:04:48,A07,U02,Low,0.78,Within SLA,Non-Salesforce Native
T1764,2026-02-24 14:03:00,2026-02-24 14:22:48,A25,U05,Medium,0.33,Within SLA,Non-Salesforce Native
T1765,2026-03-22 08:36:00,2026-03-22 09:54:00,A06,U01,Medium,1.3,Within SLA,Salesforce Core
T1766,2026-03-31 13:03:00,2026-03-31 15:04:48,A39,U04,High,2.03,Within SLA,Salesforce Flows
T1767,2026-02-28 13:37:00,2026-02-28 16:30:24,A28,U03,Low,2.89,Within SLA,Non-Salesforce Native
T1768,2026-01-03 13:33:00,2026-01-03 17:28:48,A16,U01,Low,3.93,Within SLA,Salesforce Core
T1769,2026-03-13 14:07:00,2026-03-13 16:31:00,A06,U01,Low,2.4,Within SLA,Salesforce Core
T1770,2026-01-03 08:58:00,2026-01-03 09:35:12,A31,U01,Medium,0.62,Within SLA,Salesforce Core
T1771,2026-02-21 16:40:00,2026-02-21 19:46:36,A31,U01,Low,3.11,Within SLA,Salesforce Core
T1772,2026-04-13 13:03:00,2026-04-13 14:25:48,A13,U03,Medium,1.38,Within SLA,Non-Salesforce Native
T1773,2026-02-18 11:51:00,2026-02-18 12:18:36,A13,U03,Low,0.46,Within SLA,Non-Salesforce Native
T1774,2026-01-01 08:23:00,2026-01-01 08:26:36,A08,U03,High,0.06,Within SLA,Non-Salesforce Native
T1775,2026-02-15 15:07:00,2026-02-15 16:27:24,A26,U01,High,1.34,Within SLA,Salesforce Core
T1776,2026-04-11 08:27:00,2026-04-11 09:27:00,A25,U05,Medium,1.0,Within SLA,Salesforce Flows
T1777,2026-03-23 08:29:00,2026-03-23 09:11:36,A39,U04,High,0.71,Within SLA,Salesforce Flows
T1778,2026-04-20 09:12:00,2026-04-20 09:32:24,A43,U03,Low,0.34,Within SLA,Non-Salesforce Native
T1779,2026-02-24 08:39:00,2026-02-24 12:16:12,A19,U04,Medium,3.62,Within SLA,Salesforce Flows
T1780,2026-03-15 12:22:00,2026-03-15 16:19:00,A30,U05,Medium,3.95,Within SLA,Non-Salesforce Native
T1781,2026-04-21 08:43:00,2026-04-21 09:07:36,A35,U05,High,0.41,Within SLA,Non-Salesforce Native
T1782,2026-01-15 08:44:00,2026-01-15 09:02:36,A14,U04,High,0.31,Within SLA,Salesforce Flows
T1783,2026-01-27 08:42:00,2026-01-27 10:46:48,A40,U05,Low,2.08,Within SLA,Salesforce Flows
T1784,2026-02-12 08:32:00,2026-02-12 09:47:00,A32,U02,Medium,1.25,Within SLA,Salesforce Core
T1785,2026-01-23 15:05:00,2026-01-23 17:09:48,A22,U02,Low,2.08,Out of SLA,Salesforce Core
T1786,2026-04-25 13:07:00,2026-04-25 13:55:36,A41,U01,Low,0.81,Within SLA,Salesforce Core
T1787,2026-03-29 08:20:00,2026-03-29 09:51:12,A02,U02,Medium,1.52,Within SLA,Salesforce Core
T1788,2026-01-17 13:18:00,2026-01-17 14:45:00,A38,U03,Low,1.45,Within SLA,Non-Salesforce Native
T1789,2026-02-06 10:51:00,2026-02-06 14:30:36,A04,U04,Low,3.66,Within SLA,Salesforce Flows
T1790,2026-02-05 17:12:00,2026-02-05 18:39:36,A32,U02,Medium,1.46,Within SLA,Non-Salesforce Native
T1791,2026-04-20 10:57:00,2026-04-20 11:49:48,A35,U05,Low,0.88,Within SLA,Non-Salesforce Native
T1792,2026-01-01 17:17:00,2026-01-01 21:23:36,A48,U03,High,4.11,Within SLA,Non-Salesforce Native
T1793,2026-03-13 15:15:00,2026-03-13 15:31:12,A50,U05,High,0.27,Within SLA,Non-Salesforce Native
T1794,2026-04-21 15:11:00,2026-04-21 20:21:12,A31,U01,Low,5.17,Out of SLA,Salesforce Core
T1795,2026-01-25 09:02:00,2026-01-25 10:39:48,A24,U04,Medium,1.63,Within SLA,Salesforce Flows
T1796,2026-01-26 11:39:00,2026-01-26 14:12:00,A10,U05,Low,2.55,Within SLA,Non-Salesforce Native
T1797,2026-02-27 08:14:00,2026-02-27 08:39:48,A35,U05,Low,0.43,Within SLA,Salesforce Flows
T1798,2026-02-16 09:22:00,2026-02-16 11:29:12,A31,U01,Low,2.12,Within SLA,Salesforce Core
T1799,2026-01-04 14:47:00,2026-01-04 15:06:12,A48,U03,Low,0.32,Within SLA,Non-Salesforce Native
T1800,2026-01-30 10:57:00,2026-01-30 13:37:12,A21,U01,Medium,2.67,Within SLA,Salesforce Core
T1801,2026-03-27 12:32:00,2026-03-27 17:01:24,A38,U03,Medium,4.49,Within SLA,Non-Salesforce Native
T1802,2026-04-20 11:14:00,2026-04-20 12:32:36,A46,U01,Medium,1.31,Within SLA,Salesforce Core
T1803,2026-01-05 13:48:00,2026-01-05 15:46:48,A43,U03,Low,1.98,Within SLA,Non-Salesforce Native
T1804,2026-03-09 09:20:00,2026-03-09 10:26:36,A28,U03,High,1.11,Within SLA,Non-Salesforce Native
T1805,2026-03-05 10:39:00,2026-03-05 10:40:12,A50,U05,Medium,0.02,Within SLA,Non-Salesforce Native
T1806,2026-04-29 12:57:00,2026-04-29 13:08:24,A45,U05,Low,0.19,Within SLA,Salesforce Flows
T1807,2026-04-19 13:28:00,2026-04-19 15:46:00,A05,U05,Low,2.3,Within SLA,Non-Salesforce Native
T1808,2026-04-14 10:29:00,2026-04-14 10:38:36,A11,U01,Medium,0.16,Within SLA,Salesforce Core
T1809,2026-03-31 15:53:00,2026-03-31 16:20:00,A28,U03,Critical,0.45,Within SLA,Non-Salesforce Native
T1810,2026-04-05 17:20:00,2026-04-05 17:24:48,A47,U02,Low,0.08,Within SLA,Salesforce Core
T1811,2026-03-17 08:54:00,2026-03-17 10:10:48,A22,U02,Low,1.28,Within SLA,Salesforce Core
T1812,2026-03-04 17:53:00,2026-03-04 18:09:48,A42,U02,High,0.28,Within SLA,Salesforce Core
T1813,2026-04-09 15:46:00,2026-04-09 16:01:00,A17,U02,Low,0.25,Within SLA,Non-Salesforce Native
T1814,2026-02-07 08:47:00,2026-02-07 10:02:00,A14,U04,High,1.25,Within SLA,Salesforce Flows
T1815,2026-01-14 15:14:00,2026-01-14 16:29:36,A27,U02,High,1.26,Within SLA,Salesforce Core
T1816,2026-02-04 13:04:00,2026-02-04 14:12:24,A22,U02,Low,1.14,Within SLA,Salesforce Core
